0.33597,0.31438,0.01842,0.01889,0.12040,0.12040
0.3769,0.46154,0.02204,0.02185,0.10702,0.12040
0.4231,0.91639,0.02435,0.02392,0.13378,0.13378
0.47459,1.17057,0.02757,0.02729,0.17391,0.16053
0.53267,1.11706,0.03079,0.03065,0.13378,0.13378
0.59736,1.26421,0.03404,0.03399,0.13378,0.13378
0.66997,1.47826,0.03643,0.03818,0.12040,0.13378
0.75182,1.69231,0.04148,0.04410,0.13378,0.16053
0.8429,1.90635,0.04698,0.0495800000000001,0.13377,0.12041
0.94587,2.38796,0.05339,0.05413,0.16054,0.17391
